PartID,Vehicle,Category,Price,Name,Description
56,812 Superfast,Suspension,82.21,exPart56,Example Description for partexPart56
57,812 Superfast,Suspension,147.92,exPart57,Example Description for partexPart57
58,812 Superfast,Suspension,241.01,exPart58,Example Description for partexPart58
59,812 Superfast,Suspension,74.21,exPart59,Example Description for partexPart59
60,812 Superfast,Suspension,9.69,exPart60,Example Description for partexPart60
61,812 Superfast,Transmission,216.65,exPart61,Example Description for partexPart61
62,812 Superfast,Transmission,114.66,exPart62,Example Description for partexPart62
63,812 Superfast,Transmission,87.54,exPart63,Example Description for partexPart63
64,812 Superfast,Transmission,51.67,exPart64,Example Description for partexPart64
65,812 Superfast,Wiper & Washer,121.78,exPart65,Example Description for partexPart65
66,812 Superfast,Wiper & Washer,158.35,exPart66,Example Description for partexPart66
67,812 Superfast,Wiper & Washer,245.79,exPart67,Example Description for partexPart67
68,812 Superfast,Wiper & Washer,168.7,exPart68,Example Description for partexPart68
69,812 Superfast,Wiper & Washer,183.0,exPart69,Example Description for partexPart69
70,F8 Tributo,Belt Drive,127.08,exPart70,Example Description for partexPart70
71,F8 Tributo,Belt Drive,170.67,exPart71,Example Description for partexPart71
72,F8 Tributo,Belt Drive,27.58,exPart72,Example Description for partexPart72
73,F8 Tributo,Belt Drive,58.66,exPart73,Example Description for partexPart73
74,F8 Tributo,Belt Drive,71.29,exPart74,Example Description for partexPart74
75,F8 Tributo,Body & Lamp Assembly,189.2,exPart75,Example Description for partexPart75
76,F8 Tributo,Body & Lamp Assembly,248.08,exPart76,Example Description for partexPart76
77,F8 Tributo,Body & Lamp Assembly,136.04,exPart77,Example Description for partexPart77
78,F8 Tributo,Body & Lamp Assembly,96.24,exPart78,Example Description for partexPart78
79,F8 Tributo,Body & Lamp Assembly,209.61,exPart79,Example Description for partexPart79
80,F8 Tributo,Body & Lamp Assembly,201.71,exPart80,Example Description for partexPart80
81,F8 Tributo,Brake & Wheel Hub,195.84,exPart81,Example Description for partexPart81
82,F8 Tributo,Brake & Wheel Hub,56.31,exPart82,Example Description for partexPart82
83,F8 Tributo,Brake & Wheel Hub,195.73,exPart83,Example Description for partexPart83
84,F8 Tributo,Brake & Wheel Hub,144.16,exPart84,Example Description for partexPart84
85,F8 Tributo,Cooling System,128.26,exPart85,Example Description for partexPart85
86,F8 Tributo,Cooling System,212.98,exPart86,Example Description for partexPart86
87,F8 Tributo,Cooling System,203.9,exPart87,Example Description for partexPart87
88,F8 Tributo,Drivetrain,200.19,exPart88,Example Description for partexPart88
89,F8 Tributo,Drivetrain,98.58,exPart89,Example Description for partexPart89
90,F8 Tributo,Drivetrain,71.53,exPart90,Example Description for partexPart90
91,F8 Tributo,Electrical,34.76,exPart91,Example Description for partexPart91
92,F8 Tributo,Electrical,190.06,exPart92,Example Description for partexPart92
93,F8 Tributo,Electrical,222.43,exPart93,Example Description for partexPart93
94,F8 Tributo,Engine,47.7,exPart94,Example Description for partexPart94
95,F8 Tributo,Engine,17.91,exPart95,Example Description for partexPart95
96,F8 Tributo,Engine,202.36,exPart96,Example Description for partexPart96
97,F8 Tributo,Engine,243.43,exPart97,Example Description for partexPart97
98,F8 Tributo,Engine,242.26,exPart98,Example Description for partexPart98
99,F8 Tributo,Engine,161.63,exPart99,Example Description for partexPart99
100,F8 Tributo,Engine,11.42,exPart100,Example Description for partexPart100
101,F8 Tributo,Exhaust & Emission,78.91,exPart101,Example Description for partexPart101
102,F8 Tributo,Exhaust & Emission,51.97,exPart102,Example Description for partexPart102
103,F8 Tributo,Exhaust & Emission,237.93,exPart103,Example Description for partexPart103
104,F8 Tributo,Fuel & Air,26.11,exPart104,Example Description for partexPart104
105,F8 Tributo,Fuel & Air,140.49,exPart105,Example Description for partexPart105
106,F8 Tributo,Fuel & Air,62.18,exPart106,Example Description for partexPart106
107,F8 Tributo,Fuel & Air,147.66,exPart107,Example Description for partexPart107
108,F8 Tributo,HVAC,87.6,exPart108,Example Description for partexPart108
109,F8 Tributo,HVAC,21.83,exPart109,Example Description for partexPart109
110,F8 Tributo,HVAC,121.36,exPart110,Example Description for partexPart110
111,F8 Tributo,HVAC,155.26,exPart111,Example Description for partexPart111
112,F8 Tributo,Steering,65.64,exPart112,Example Description for partexPart112
113,F8 Tributo,Steering,55.19,exPart113,Example Description for partexPart113
114,F8 Tributo,Steering,64.08,exPart114,Example Description for partexPart114
115,F8 Tributo,Steering,49.11,exPart115,Example Description for partexPart115
116,F8 Tributo,Steering,61.6,exPart116,Example Description for partexPart116
117,F8 Tributo,Steering,140.42,exPart117,Example Description for partexPart117
118,F8 Tributo,Suspension,227.35,exPart118,Example Description for partexPart118
119,F8 Tributo,Suspension,234.79,exPart119,Example Description for partexPart119
120,F8 Tributo,Suspension,112.84,exPart120,Example Description for partexPart120
121,F8 Tributo,Suspension,120.31,exPart121,Example Description for partexPart121
122,F8 Tributo,Suspension,98.73,exPart122,Example Description for partexPart122
123,F8 Tributo,Suspension,196.57,exPart123,Example Description for partexPart123
124,F8 Tributo,Transmission,116.97,exPart124,Example Description for partexPart124
125,F8 Tributo,Transmission,79.2,exPart125,Example Description for partexPart125
126,F8 Tributo,Transmission,201.75,exPart126,Example Description for partexPart126
127,F8 Tributo,Transmission,107.45,exPart127,Example Description for partexPart127
128,F8 Tributo,Wiper & Washer,201.97,exPart128,Example Description for partexPart128
129,F8 Tributo,Wiper & Washer,82.38,exPart129,Example Description for partexPart129
130,F8 Tributo,Wiper & Washer,246.66,exPart130,Example Description for partexPart130
131,Roma,Belt Drive,56.66,exPart131,Example Description for partexPart131
132,Roma,Belt Drive,108.97,exPart132,Example Description for partexPart132
133,Roma,Belt Drive,71.7,exPart133,Example Description for partexPart133
134,Roma,Body & Lamp Assembly,180.36,exPart134,Example Description for partexPart134
135,Roma,Body & Lamp Assembly,95.8,exPart135,Example Description for partexPart135
136,Roma,Body & Lamp Assembly,222.37,exPart136,Example Description for partexPart136
137,Roma,Body & Lamp Assembly,5.74,exPart137,Example Description for partexPart137
138,Roma,Body & Lamp Assembly,50.01,exPart138,Example Description for partexPart138
139,Roma,Brake & Wheel Hub,243.63,exPart139,Example Description for partexPart139
140,Roma,Brake & Wheel Hub,131.86,exPart140,Example Description for partexPart140
141,Roma,Brake & Wheel Hub,100.43,exPart141,Example Description for partexPart141
142,Roma,Brake & Wheel Hub,148.55,exPart142,Example Description for partexPart142
143,Roma,Brake & Wheel Hub,216.74,exPart143,Example Description for partexPart143
144,Roma,Cooling System,229.6,exPart144,Example Description for partexPart144
145,Roma,Cooling System,96.52,exPart145,Example Description for partexPart145
146,Roma,Cooling System,81.21,exPart146,Example Description for partexPart146
147,Roma,Cooling System,120.72,exPart147,Example Description for partexPart147
148,Roma,Cooling System,123.48,exPart148,Example Description for partexPart148
149,Roma,Cooling System,119.97,exPart149,Example Description for partexPart149
150,Roma,Drivetrain,135.85,exPart150,Example Description for partexPart150
151,Roma,Drivetrain,175.95,exPart151,Example Description for partexPart151
152,Roma,Drivetrain,232.65,exPart152,Example Description for partexPart152
153,Roma,Drivetrain,218.39,exPart153,Example Description for partexPart153
154,Roma,Drivetrain,166.15,exPart154,Example Description for partexPart154
155,Roma,Electrical,226.5,exPart155,Example Description for partexPart155
156,Roma,Electrical,111.44,exPart156,Example Description for partexPart156
157,Roma,Electrical,177.51,exPart157,Example Description for partexPart157
158,Roma,Engine,72.26,exPart158,Example Description for partexPart158
159,Roma,Engine,117.94,exPart159,Example Description for partexPart159
160,Roma,Engine,247.67,exPart160,Example Description for partexPart160
161,Roma,Exhaust & Emission,164.07,exPart161,Example Description for partexPart161
162,Roma,Exhaust & Emission,47.11,exPart162,Example Description for partexPart162
163,Roma,Exhaust & Emission,214.8,exPart163,Example Description for partexPart163
164,Roma,Fuel & Air,161.04,exPart164,Example Description for partexPart164
165,Roma,Fuel & Air,140.82,exPart165,Example Description for partexPart165
166,Roma,Fuel & Air,50.55,exPart166,Example Description for partexPart166
167,Roma,Fuel & Air,141.5,exPart167,Example Description for partexPart167
168,Roma,HVAC,31.19,exPart168,Example Description for partexPart168
169,Roma,HVAC,62.61,exPart169,Example Description for partexPart169
170,Roma,HVAC,164.38,exPart170,Example Description for partexPart170
171,Roma,HVAC,121.27,exPart171,Example Description for partexPart171
172,Roma,Steering,224.58,exPart172,Example Description for partexPart172
173,Roma,Steering,124.98,exPart173,Example Description for partexPart173
174,Roma,Steering,182.02,exPart174,Example Description for partexPart174
175,Roma,Steering,120.9,exPart175,Example Description for partexPart175
176,Roma,Steering,195.23,exPart176,Example Description for partexPart176
177,Roma,Steering,10.65,exPart177,Example Description for partexPart177
178,Roma,Suspension,226.86,exPart178,Example Description for partexPart178
179,Roma,Suspension,233.17,exPart179,Example Description for partexPart179
180,Roma,Suspension,191.78,exPart180,Example Description for partexPart180
181,Roma,Suspension,249.94,exPart181,Example Description for partexPart181
182,Roma,Suspension,248.25,exPart182,Example Description for partexPart182
183,Roma,Suspension,33.1,exPart183,Example Description for partexPart183
184,Roma,Transmission,20.29,exPart184,Example Description for partexPart184
185,Roma,Transmission,175.13,exPart185,Example Description for partexPart185
186,Roma,Transmission,55.27,exPart186,Example Description for partexPart186
187,Roma,Transmission,114.71,exPart187,Example Description for partexPart187
188,Roma,Transmission,241.32,exPart188,Example Description for partexPart188
189,Roma,Transmission,144.39,exPart189,Example Description for partexPart189
190,Roma,Wiper & Washer,70.63,exPart190,Example Description for partexPart190
191,Roma,Wiper & Washer,57.73,exPart191,Example Description for partexPart191
192,Roma,Wiper & Washer,90.21,exPart192,Example Description for partexPart192
193,Portofino M,Belt Drive,20.84,exPart193,Example Description for partexPart193
194,Portofino M,Belt Drive,187.04,exPart194,Example Description for partexPart194
195,Portofino M,Belt Drive,142.55,exPart195,Example Description for partexPart195
196,Portofino M,Belt Drive,119.19,exPart196,Example Description for partexPart196
197,Portofino M,Belt Drive,101.86,exPart197,Example Description for partexPart197
198,Portofino M,Body & Lamp Assembly,70.72,exPart198,Example Description for partexPart198
199,Portofino M,Body & Lamp Assembly,104.27,exPart199,Example Description for partexPart199
200,Portofino M,Body & Lamp Assembly,132.41,exPart200,Example Description for partexPart200
201,Portofino M,Body & Lamp Assembly,186.13,exPart201,Example Description for partexPart201
202,Portofino M,Body & Lamp Assembly,140.45,exPart202,Example Description for partexPart202
203,Portofino M,Body & Lamp Assembly,21.67,exPart203,Example Description for partexPart203
204,Portofino M,Body & Lamp Assembly,60.34,exPart204,Example Description for partexPart204
205,Portofino M,Brake & Wheel Hub,211.94,exPart205,Example Description for partexPart205
206,Portofino M,Brake & Wheel Hub,40.16,exPart206,Example Description for partexPart206
207,Portofino M,Brake & Wheel Hub,97.14,exPart207,Example Description for partexPart207
208,Portofino M,Brake & Wheel Hub,71.17,exPart208,Example Description for partexPart208
209,Portofino M,Brake & Wheel Hub,149.25,exPart209,Example Description for partexPart209
210,Portofino M,Brake & Wheel Hub,236.27,exPart210,Example Description for partexPart210
211,Portofino M,Cooling System,141.06,exPart211,Example Description for partexPart211
212,Portofino M,Cooling System,92.92,exPart212,Example Description for partexPart212
213,Portofino M,Cooling System,108.96,exPart213,Example Description for partexPart213
214,Portofino M,Drivetrain,107.21,exPart214,Example Description for partexPart214
215,Portofino M,Drivetrain,40.84,exPart215,Example Description for partexPart215
216,Portofino M,Drivetrain,188.22,exPart216,Example Description for partexPart216
217,Portofino M,Electrical,218.92,exPart217,Example Description for partexPart217
218,Portofino M,Electrical,189.26,exPart218,Example Description for partexPart218
219,Portofino M,Electrical,146.8,exPart219,Example Description for partexPart219
220,Portofino M,Electrical,139.61,exPart220,Example Description for partexPart220
221,Portofino M,Electrical,107.76,exPart221,Example Description for partexPart221
222,Portofino M,Engine,160.62,exPart222,Example Description for partexPart222
223,Portofino M,Engine,131.45,exPart223,Example Description for partexPart223
224,Portofino M,Engine,239.57,exPart224,Example Description for partexPart224
225,Portofino M,Exhaust & Emission,175.4,exPart225,Example Description for partexPart225
226,Portofino M,Exhaust & Emission,91.89,exPart226,Example Description for partexPart226
227,Portofino M,Exhaust & Emission,247.77,exPart227,Example Description for partexPart227
228,Portofino M,Exhaust & Emission,196.12,exPart228,Example Description for partexPart228
229,Portofino M,Exhaust & Emission,104.79,exPart229,Example Description for partexPart229
230,Portofino M,Exhaust & Emission,120.69,exPart230,Example Description for partexPart230
231,Portofino M,Exhaust & Emission,83.01,exPart231,Example Description for partexPart231
232,Portofino M,Fuel & Air,6.58,exPart232,Example Description for partexPart232
233,Portofino M,Fuel & Air,16.9,exPart233,Example Description for partexPart233
234,Portofino M,Fuel & Air,219.76,exPart234,Example Description for partexPart234
235,Portofino M,Fuel & Air,55.95,exPart235,Example Description for partexPart235
236,Portofino M,Fuel & Air,46.14,exPart236,Example Description for partexPart236
237,Portofino M,Fuel & Air,152.49,exPart237,Example Description for partexPart237
238,Portofino M,Fuel & Air,120.6,exPart238,Example Description for partexPart238
239,Portofino M,HVAC,130.75,exPart239,Example Description for partexPart239
240,Portofino M,HVAC,32.68,exPart240,Example Description for partexPart240
241,Portofino M,HVAC,230.72,exPart241,Example Description for partexPart241
242,Portofino M,HVAC,212.96,exPart242,Example Description for partexPart242
243,Portofino M,HVAC,68.09,exPart243,Example Description for partexPart243
244,Portofino M,Steering,209.7,exPart244,Example Description for partexPart244
245,Portofino M,Steering,166.8,exPart245,Example Description for partexPart245
246,Portofino M,Steering,238.72,exPart246,Example Description for partexPart246
247,Portofino M,Steering,238.01,exPart247,Example Description for partexPart247
248,Portofino M,Steering,84.84,exPart248,Example Description for partexPart248
249,Portofino M,Suspension,171.01,exPart249,Example Description for partexPart249
250,Portofino M,Suspension,121.9,exPart250,Example Description for partexPart250
251,Portofino M,Suspension,165.16,exPart251,Example Description for partexPart251
252,Portofino M,Suspension,60.28,exPart252,Example Description for partexPart252
253,Portofino M,Suspension,197.78,exPart253,Example Description for partexPart253
254,Portofino M,Suspension,14.91,exPart254,Example Description for partexPart254
255,Portofino M,Suspension,234.52,exPart255,Example Description for partexPart255
256,Portofino M,Transmission,114.82,exPart256,Example Description for partexPart256
257,Portofino M,Transmission,211.9,exPart257,Example Description for partexPart257
258,Portofino M,Transmission,238.46,exPart258,Example Description for partexPart258
259,Portofino M,Transmission,94.75,exPart259,Example Description for partexPart259
260,Portofino M,Transmission,131.7,exPart260,Example Description for partexPart260
261,Portofino M,Wiper & Washer,6.1,exPart261,Example Description for partexPart261
262,Portofino M,Wiper & Washer,34.09,exPart262,Example Description for partexPart262
263,Portofino M,Wiper & Washer,158.76,exPart263,Example Description for partexPart263
264,Portofino M,Wiper & Washer,101.31,exPart264,Example Description for partexPart264
265,SF90 Stradale,Belt Drive,72.41,exPart265,Example Description for partexPart265
266,SF90 Stradale,Belt Drive,45.62,exPart266,Example Description for partexPart266
267,SF90 Stradale,Belt Drive,13.72,exPart267,Example Description for partexPart267
268,SF90 Stradale,Belt Drive,27.11,exPart268,Example Description for partexPart268
269,SF90 Stradale,Belt Drive,231.26,exPart269,Example Description for partexPart269
270,SF90 Stradale,Belt Drive,194.7,exPart270,Example Description for partexPart270
271,SF90 Stradale,Belt Drive,171.91,exPart271,Example Description for partexPart271
272,SF90 Stradale,Body & Lamp Assembly,246.45,exPart272,Example Description for partexPart272
273,SF90 Stradale,Body & Lamp Assembly,170.6,exPart273,Example Description for partexPart273
274,SF90 Stradale,Body & Lamp Assembly,156.4,exPart274,Example Description for partexPart274
275,SF90 Stradale,Body & Lamp Assembly,176.7,exPart275,Example Description for partexPart275
276,SF90 Stradale,Brake & Wheel Hub,145.7,exPart276,Example Description for partexPart276
277,SF90 Stradale,Brake & Wheel Hub,203.6,exPart277,Example Description for partexPart277
278,SF90 Stradale,Brake & Wheel Hub,160.47,exPart278,Example Description for partexPart278
279,SF90 Stradale,Brake & Wheel Hub,107.99,exPart279,Example Description for partexPart279
280,SF90 Stradale,Brake & Wheel Hub,39.37,exPart280,Example Description for partexPart280
281,SF90 Stradale,Brake & Wheel Hub,34.22,exPart281,Example Description for partexPart281
282,SF90 Stradale,Cooling System,112.18,exPart282,Example Description for partexPart282
283,SF90 Stradale,Cooling System,175.26,exPart283,Example Description for partexPart283
284,SF90 Stradale,Cooling System,40.97,exPart284,Example Description for partexPart284
285,SF90 Stradale,Cooling System,108.56,exPart285,Example Description for partexPart285
286,SF90 Stradale,Cooling System,166.2,exPart286,Example Description for partexPart286
287,SF90 Stradale,Cooling System,132.99,exPart287,Example Description for partexPart287
288,SF90 Stradale,Cooling System,166.78,exPart288,Example Description for partexPart288
289,SF90 Stradale,Drivetrain,164.15,exPart289,Example Description for partexPart289
290,SF90 Stradale,Drivetrain,234.13,exPart290,Example Description for partexPart290
291,SF90 Stradale,Drivetrain,18.49,exPart291,Example Description for partexPart291
292,SF90 Stradale,Drivetrain,64.9,exPart292,Example Description for partexPart292
293,SF90 Stradale,Electrical,89.1,exPart293,Example Description for partexPart293
294,SF90 Stradale,Electrical,145.62,exPart294,Example Description for partexPart294
295,SF90 Stradale,Electrical,23.91,exPart295,Example Description for partexPart295
296,SF90 Stradale,Electrical,30.55,exPart296,Example Description for partexPart296
297,SF90 Stradale,Engine,119.4,exPart297,Example Description for partexPart297
298,SF90 Stradale,Engine,120.51,exPart298,Example Description for partexPart298
299,SF90 Stradale,Engine,26.33,exPart299,Example Description for partexPart299
300,SF90 Stradale,Engine,97.18,exPart300,Example Description for partexPart300
301,SF90 Stradale,Exhaust & Emission,124.7,exPart301,Example Description for partexPart301
302,SF90 Stradale,Exhaust & Emission,56.2,exPart302,Example Description for partexPart302
303,SF90 Stradale,Exhaust & Emission,213.09,exPart303,Example Description for partexPart303
304,SF90 Stradale,Fuel & Air,70.53,exPart304,Example Description for partexPart304
305,SF90 Stradale,Fuel & Air,156.19,exPart305,Example Description for partexPart305
306,SF90 Stradale,Fuel & Air,160.68,exPart306,Example Description for partexPart306
307,SF90 Stradale,Fuel & Air,204.24,exPart307,Example Description for partexPart307
308,SF90 Stradale,Fuel & Air,116.67,exPart308,Example Description for partexPart308
309,SF90 Stradale,HVAC,238.85,exPart309,Example Description for partexPart309
310,SF90 Stradale,HVAC,69.42,exPart310,Example Description for partexPart310
311,SF90 Stradale,HVAC,23.28,exPart311,Example Description for partexPart311
312,SF90 Stradale,HVAC,41.03,exPart312,Example Description for partexPart312
313,SF90 Stradale,HVAC,178.45,exPart313,Example Description for partexPart313
314,SF90 Stradale,HVAC,150.03,exPart314,Example Description for partexPart314
315,SF90 Stradale,HVAC,144.29,exPart315,Example Description for partexPart315
316,SF90 Stradale,Steering,237.69,exPart316,Example Description for partexPart316
317,SF90 Stradale,Steering,168.04,exPart317,Example Description for partexPart317
318,SF90 Stradale,Steering,98.71,exPart318,Example Description for partexPart318
319,SF90 Stradale,Steering,184.3,exPart319,Example Description for partexPart319
320,SF90 Stradale,Steering,136.29,exPart320,Example Description for partexPart320
321,SF90 Stradale,Suspension,136.74,exPart321,Example Description for partexPart321
322,SF90 Stradale,Suspension,159.55,exPart322,Example Description for partexPart322
323,SF90 Stradale,Suspension,236.31,exPart323,Example Description for partexPart323
324,SF90 Stradale,Suspension,87.11,exPart324,Example Description for partexPart324
325,SF90 Stradale,Suspension,84.76,exPart325,Example Description for partexPart325
326,SF90 Stradale,Suspension,5.91,exPart326,Example Description for partexPart326
327,SF90 Stradale,Transmission,184.63,exPart327,Example Description for partexPart327
328,SF90 Stradale,Transmission,40.19,exPart328,Example Description for partexPart328
329,SF90 Stradale,Transmission,242.12,exPart329,Example Description for partexPart329
330,SF90 Stradale,Transmission,185.26,exPart330,Example Description for partexPart330
331,SF90 Stradale,Transmission,218.03,exPart331,Example Description for partexPart331
332,SF90 Stradale,Transmission,91.11,exPart332,Example Description for partexPart332
333,SF90 Stradale,Wiper & Washer,177.46,exPart333,Example Description for partexPart333
334,SF90 Stradale,Wiper & Washer,175.05,exPart334,Example Description for partexPart334
335,SF90 Stradale,Wiper & Washer,159.37,exPart335,Example Description for partexPart335
336,SF90 Stradale,Wiper & Washer,185.72,exPart336,Example Description for partexPart336
337,SF90 Stradale,Wiper & Washer,66.34,exPart337,Example Description for partexPart337
338,488 Pista,Belt Drive,33.2,exPart338,Example Description for partexPart338
339,488 Pista,Belt Drive,172.07,exPart339,Example Description for partexPart339
340,488 Pista,Belt Drive,159.79,exPart340,Example Description for partexPart340
341,488 Pista,Belt Drive,209.87,exPart341,Example Description for partexPart341
342,488 Pista,Belt Drive,216.87,exPart342,Example Description for partexPart342
343,488 Pista,Belt Drive,98.24,exPart343,Example Description for partexPart343
344,488 Pista,Belt Drive,48.09,exPart344,Example Description for partexPart344
345,488 Pista,Body & Lamp Assembly,84.11,exPart345,Example Description for partexPart345
346,488 Pista,Body & Lamp Assembly,46.78,exPart346,Example Description for partexPart346
347,488 Pista,Body & Lamp Assembly,170.44,exPart347,Example Description for partexPart347
348,488 Pista,Body & Lamp Assembly,206.2,exPart348,Example Description for partexPart348
349,488 Pista,Body & Lamp Assembly,65.97,exPart349,Example Description for partexPart349
350,488 Pista,Body & Lamp Assembly,157.34,exPart350,Example Description for partexPart350
351,488 Pista,Brake & Wheel Hub,124.05,exPart351,Example Description for partexPart351
352,488 Pista,Brake & Wheel Hub,113.09,exPart352,Example Description for partexPart352
353,488 Pista,Brake & Wheel Hub,194.76,exPart353,Example Description for partexPart353
354,488 Pista,Cooling System,160.0,exPart354,Example Description for partexPart354
355,488 Pista,Cooling System,25.7,exPart355,Example Description for partexPart355
356,488 Pista,Cooling System,68.29,exPart356,Example Description for partexPart356
357,488 Pista,Drivetrain,240.39,exPart357,Example Description for partexPart357
358,488 Pista,Drivetrain,235.47,exPart358,Example Description for partexPart358
359,488 Pista,Drivetrain,91.48,exPart359,Example Description for partexPart359
360,488 Pista,Electrical,237.23,exPart360,Example Description for partexPart360
361,488 Pista,Electrical,181.68,exPart361,Example Description for partexPart361
362,488 Pista,Electrical,95.38,exPart362,Example Description for partexPart362
363,488 Pista,Electrical,36.03,exPart363,Example Description for partexPart363
364,488 Pista,Electrical,18.9,exPart364,Example Description for partexPart364
365,488 Pista,Electrical,147.96,exPart365,Example Description for partexPart365
366,488 Pista,Engine,222.99,exPart366,Example Description for partexPart366
367,488 Pista,Engine,140.82,exPart367,Example Description for partexPart367
368,488 Pista,Engine,173.58,exPart368,Example Description for partexPart368
369,488 Pista,Engine,153.68,exPart369,Example Description for partexPart369
370,488 Pista,Engine,37.58,exPart370,Example Description for partexPart370
371,488 Pista,Exhaust & Emission,116.93,exPart371,Example Description for partexPart371
372,488 Pista,Exhaust & Emission,35.12,exPart372,Example Description for partexPart372
373,488 Pista,Exhaust & Emission,60.37,exPart373,Example Description for partexPart373
374,488 Pista,Fuel & Air,204.81,exPart374,Example Description for partexPart374
375,488 Pista,Fuel & Air,246.76,exPart375,Example Description for partexPart375
376,488 Pista,Fuel & Air,115.65,exPart376,Example Description for partexPart376
377,488 Pista,Fuel & Air,72.62,exPart377,Example Description for partexPart377
378,488 Pista,Fuel & Air,8.15,exPart378,Example Description for partexPart378
379,488 Pista,Fuel & Air,248.56,exPart379,Example Description for partexPart379
380,488 Pista,Fuel & Air,111.29,exPart380,Example Description for partexPart380
381,488 Pista,HVAC,112.19,exPart381,Example Description for partexPart381
382,488 Pista,HVAC,35.8,exPart382,Example Description for partexPart382
383,488 Pista,HVAC,228.48,exPart383,Example Description for partexPart383
384,488 Pista,HVAC,72.53,exPart384,Example Description for partexPart384
385,488 Pista,HVAC,96.88,exPart385,Example Description for partexPart385
386,488 Pista,Steering,129.14,exPart386,Example Description for partexPart386
387,488 Pista,Steering,204.46,exPart387,Example Description for partexPart387
388,488 Pista,Steering,206.38,exPart388,Example Description for partexPart388
389,488 Pista,Suspension,242.14,exPart389,Example Description for partexPart389
